NO,DS1,DS2,DS3,DS4,DS5,DS6,DS7,DS8,DS9,DS10,DS11,DS12,FOMO1,FOMO2,FOMO3,FOMO4,FOMO5,FOMO6,FOMO7,FOMO8,FOMO9,FOMO10,DB1,DB2,DB3,DB4,DB5,DB6,DB7,DB8,DB9,DB10,DB11,DB12,DB13,DB14,DB15,DB16,DB17,DB18,DB19,DB20,DB21,DB22,DB23,DB24,Kelompok
309,2,4,3,5,4,4,2,4,4,5,3,4,4,5,5,4,5,3,4,4,5,4,5,3,5,4,5,5,4,5,3,5,4,4,5,4,5,5,3,5,4,4,5,4,5,4,Ya
310,4,5,4,5,4,4,5,5,4,5,4,4,4,5,4,4,5,4,5,4,5,5,4,5,4,4,5,4,5,5,4,5,2,4,5,5,4,5,4,4,5,4,5,4,5,2,Ya
311,3,1,2,2,1,3,1,3,4,4,5,3,2,3,1,2,2,1,2,1,3,2,4,5,3,4,4,5,4,5,3,4,4,5,5,3,5,4,4,5,4,5,3,4,4,5,Ya
312,3,5,4,4,5,4,5,5,3,5,4,4,5,5,4,5,3,5,4,4,5,3,4,4,5,4,5,3,5,4,4,5,5,3,4,4,5,4,5,5,3,5,4,4,5,4,Ya
313,4,5,5,3,5,4,4,5,4,5,5,3,5,4,5,3,4,4,5,4,4,5,3,4,4,5,4,5,3,5,4,4,5,4,5,3,4,4,5,4,5,5,4,5,3,4,Ya
314,4,5,5,3,5,4,5,5,3,4,4,5,4,5,3,5,5,4,5,4,4,5,3,5,4,4,5,4,5,5,3,5,4,5,5,4,5,3,5,4,4,5,4,5,3,4,Ya
315,2,3,1,2,2,1,2,1,3,1,2,2,1,1,2,1,3,1,2,1,1,3,2,2,3,1,2,1,1,2,1,3,2,2,1,2,1,1,3,1,2,2,1,1,3,2,Ya
316,5,4,5,5,3,5,4,4,5,4,5,5,4,5,3,5,4,4,5,4,5,5,3,5,4,4,5,4,5,5,3,5,4,4,5,4,5,3,5,5,4,5,4,3,5,4,Ya
317,4,5,3,5,4,4,5,4,5,5,3,4,5,4,5,5,4,3,5,4,4,5,3,5,4,4,5,5,4,5,3,5,4,4,5,4,5,3,5,4,4,5,4,5,5,3,Ya
318,4,5,3,5,5,4,4,5,4,5,3,4,4,5,5,3,5,4,4,5,4,5,3,5,4,5,5,4,5,3,4,4,5,4,5,5,4,5,3,5,4,4,5,4,5,5,Ya
319,4,4,5,3,4,4,5,4,5,3,4,4,5,3,5,5,4,5,3,4,4,5,4,5,3,5,4,4,5,4,5,3,5,4,4,5,4,5,3,4,4,5,4,5,5,3,Ya
320,4,4,5,4,5,3,4,5,4,5,5,4,5,4,5,3,4,5,4,5,5,4,5,5,4,5,4,3,5,4,5,5,4,5,4,5,5,4,5,3,4,5,4,5,5,4,Ya
321,4,3,4,5,4,5,5,4,5,4,5,5,5,4,5,3,4,5,4,5,4,4,5,4,5,4,3,5,4,5,5,4,5,4,4,5,3,4,5,4,5,4,4,5,4,5,Ya
322,4,5,4,5,5,3,4,5,4,5,5,4,5,4,5,3,4,5,4,5,5,4,5,4,5,4,4,5,4,3,4,5,5,5,5,4,5,4,4,5,4,5,5,3,4,5,Ya
323,4,5,4,5,5,4,3,5,4,5,5,4,5,4,5,3,4,5,4,5,5,4,5,4,3,5,4,5,4,5,5,4,5,4,4,5,4,5,5,4,5,4,5,3,4,5,Ya
324,4,5,4,4,5,4,3,5,4,5,5,4,5,4,5,4,5,3,4,4,5,4,5,5,4,5,4,5,3,4,5,4,5,5,4,5,4,3,5,4,5,5,4,5,4,4,Ya
325,4,3,4,5,4,5,5,4,5,4,4,5,4,5,3,4,5,4,5,5,4,5,4,5,4,5,5,4,3,5,4,5,5,4,5,4,4,5,4,5,5,4,3,4,5,4,Tidak
326,4,4,5,4,3,4,5,4,5,5,4,5,4,5,4,5,5,4,5,4,3,4,5,5,4,5,4,3,5,4,5,5,4,5,4,4,5,4,5,5,4,5,4,5,5,4,Tidak
327,4,5,4,4,5,4,5,5,4,5,4,4,4,4,5,4,5,3,5,4,4,5,5,4,5,5,4,5,4,4,5,2,5,4,5,5,4,5,4,4,5,4,5,5,4,2,Ya
328,5,4,5,5,4,5,3,5,5,4,5,5,4,4,5,3,5,5,4,5,4,4,4,4,5,4,5,5,4,4,5,4,5,2,4,5,4,4,5,4,5,5,4,5,4,1,Ya
329,4,5,4,4,5,4,5,5,4,5,4,5,5,5,4,5,4,4,5,4,5,5,5,5,4,5,4,4,5,4,5,5,4,2,4,5,4,4,5,4,5,5,4,5,4,1,Ya
330,2,1,2,2,1,2,2,1,2,1,4,2,2,1,3,2,2,1,2,3,1,2,4,3,4,4,3,2,4,5,2,3,2,1,2,1,2,2,1,3,3,1,2,1,1,2,Ya
331,2,2,1,2,1,2,2,1,3,1,2,2,2,1,2,2,4,2,5,2,1,2,2,1,2,2,1,2,1,2,2,3,1,2,2,1,3,2,1,1,4,3,5,4,3,4,Ya
332,4,5,4,4,5,4,5,5,4,5,4,4,4,5,3,5,4,4,5,4,5,5,4,5,3,5,5,4,5,4,4,5,2,5,4,5,4,4,5,4,4,5,3,5,5,2,Ya
333,4,5,4,4,5,4,5,5,5,4,3,4,4,5,5,4,3,5,4,4,5,4,5,4,5,3,4,5,5,4,5,4,4,5,4,5,4,4,5,4,5,4,3,5,4,4,Ya
334,4,5,4,5,5,4,5,5,4,3,5,4,4,5,5,4,5,3,4,4,5,4,5,4,5,5,4,5,3,4,5,5,4,5,4,4,5,4,5,3,4,4,5,5,4,5,Ya
335,2,1,2,2,1,3,1,2,1,1,4,2,3,1,2,2,1,2,1,2,2,1,2,1,2,1,3,2,2,1,2,1,2,2,2,1,2,2,1,3,1,2,1,1,2,1,Ya
336,4,5,4,4,5,4,5,4,5,5,4,5,4,4,5,4,5,5,4,5,4,5,4,5,4,4,5,3,4,4,5,4,2,4,4,5,4,4,5,4,5,5,4,5,4,2,Ya
337,5,5,4,3,5,4,5,5,4,5,4,4,5,4,5,4,4,3,5,4,5,4,5,4,5,5,4,5,4,4,3,5,4,5,5,4,5,4,4,5,4,5,4,3,5,4,Tidak
338,4,3,4,5,4,5,5,4,5,4,5,5,4,5,4,5,5,4,3,5,4,5,4,4,5,4,5,4,3,5,4,5,5,4,5,4,5,5,4,5,4,5,5,4,5,4,Tidak
339,4,5,4,5,4,5,5,4,3,5,4,5,4,5,4,5,5,4,3,4,5,4,5,4,3,5,4,5,4,5,5,4,5,4,4,5,4,5,5,4,3,4,5,4,4,5,Tidak
340,5,4,5,4,3,4,5,4,5,4,3,4,5,4,3,4,5,4,4,4,5,4,4,2,4,3,4,5,4,5,4,3,4,5,4,3,4,5,4,4,3,4,5,4,5,4,Tidak
341,4,5,4,3,4,5,4,5,4,3,4,5,4,5,4,3,4,5,4,5,3,4,1,2,1,2,4,3,5,4,5,4,3,4,5,4,5,4,3,4,5,4,3,4,5,4,Tidak
342,4,5,4,3,4,5,4,3,4,5,4,5,4,5,4,3,4,5,4,5,4,5,4,5,4,3,4,2,4,3,4,5,4,5,4,3,4,5,4,3,4,5,4,5,4,5,Tidak
343,4,5,4,3,4,5,4,5,4,3,5,4,5,4,5,4,3,4,5,4,5,4,5,4,5,4,3,4,5,4,4,5,4,5,4,5,4,3,4,5,4,5,4,5,4,4,Tidak
344,4,5,4,3,4,5,4,5,2,4,3,5,4,5,4,3,5,5,4,3,5,4,2,1,2,2,4,3,4,5,4,3,4,5,4,3,4,5,4,5,4,3,4,5,4,5,Tidak
345,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,Ya
346,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,Ya
347,5,4,4,5,4,5,5,4,5,4,4,5,5,5,4,5,4,4,5,4,5,5,4,5,5,4,5,3,4,5,4,5,4,5,5,4,5,5,3,4,5,4,4,5,4,5,Ya
348,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,Ya
349,4,3,4,5,4,4,5,4,5,4,5,4,5,3,5,5,4,4,5,4,5,4,4,4,5,4,5,3,5,4,4,5,4,5,4,4,5,4,5,3,5,4,5,4,5,4,Ya
350,5,4,4,5,3,5,4,4,5,4,5,5,5,4,5,5,4,5,4,5,3,5,5,4,5,5,3,4,5,4,5,4,4,5,5,4,5,4,5,3,5,4,5,4,5,5,Ya
351,5,4,5,5,3,4,5,4,4,5,4,5,5,5,4,5,3,5,4,5,4,4,5,4,5,5,4,4,3,5,4,4,5,4,5,5,4,5,4,5,3,4,5,4,5,5,Ya
352,5,4,5,5,3,4,4,5,4,5,3,4,5,4,4,5,4,5,5,3,4,5,5,4,5,5,3,5,4,4,5,4,5,4,4,5,5,4,5,3,5,4,5,5,4,5,Ya
353,4,4,5,3,4,5,5,4,4,5,3,5,5,4,4,5,4,5,3,5,4,4,5,4,5,5,4,4,5,3,5,4,4,5,4,5,4,5,5,3,4,5,4,5,5,4,Ya
354,4,5,5,3,4,5,3,5,4,4,5,4,4,5,5,4,5,4,5,3,4,5,5,4,5,4,4,5,4,5,4,5,5,4,5,3,5,4,4,5,4,5,4,5,5,4,Ya
355,5,4,5,5,3,5,3,4,4,5,4,5,5,5,4,5,3,4,5,4,5,5,4,5,5,4,5,4,5,5,4,5,4,5,3,5,4,4,5,4,5,5,4,5,4,5,Ya
356,2,3,4,3,4,2,3,4,2,4,2,3,4,2,3,2,3,4,3,4,2,3,4,3,2,3,2,4,2,4,3,4,2,3,2,3,4,3,4,2,3,4,2,4,2,3,Ya
357,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,Ya
358,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,Ya
359,4,5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,Ya
360,4,5,3,5,4,4,5,4,5,5,4,5,5,3,4,4,5,4,5,4,4,5,5,4,5,5,4,5,4,4,5,3,5,4,4,5,4,5,4,5,5,4,5,3,4,5,Ya
361,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,Ya
362,5,4,4,5,3,5,4,5,4,4,5,4,5,5,4,5,3,4,5,4,5,4,5,4,5,4,3,5,4,5,5,4,5,4,5,4,5,5,4,5,4,5,5,4,5,4,Ya
363,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,Ya
364,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,Ya
365,4,5,5,4,4,5,4,4,5,5,4,4,4,5,5,4,4,5,5,4,5,4,4,4,5,5,4,5,5,4,4,5,5,4,5,4,4,5,5,4,5,4,4,5,5,5,Ya
366,4,5,5,4,4,2,4,5,5,4,4,5,4,5,5,4,4,5,5,4,5,4,4,5,5,4,4,5,5,2,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,Ya
367,4,5,5,4,4,5,4,4,5,5,4,5,4,5,5,4,4,5,5,4,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,Ya
368,1,2,2,1,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,Ya
369,4,5,5,4,4,5,5,4,4,5,5,4,4,5,4,4,5,5,3,4,4,5,5,4,5,5,4,4,5,4,5,5,4,5,3,5,4,4,5,5,4,5,4,4,5,5,Ya
370,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,5,4,4,5,5,4,4,5,5,4,4,5,5,4,3,5,4,4,5,5,4,5,4,4,5,5,Ya
371,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,5,4,5,4,4,5,5,4,4,5,5,4,5,4,4,5,5,4,5,5,4,4,5,5,4,4,Ya
372,1,2,2,1,1,2,2,1,2,4,1,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1,2,Ya
373,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,4,5,5,4,4,5,4,4,4,5,5,4,5,5,4,4,5,5,4,4,5,5,4,5,Ya
374,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,4,5,5,4,4,5,4,4,5,5,4,4,5,5,4,5,4,4,5,5,4,4,5,5,Ya
375,5,5,5,4,5,4,5,3,5,4,5,5,5,5,4,5,5,5,4,3,4,5,5,5,4,5,5,5,3,4,4,4,5,4,4,5,4,5,5,5,3,4,4,4,5,5,Ya
376,4,4,4,3,4,4,4,5,5,3,5,4,5,5,3,5,4,4,4,4,5,5,4,5,3,5,5,5,4,5,3,4,4,5,5,5,4,5,3,5,4,4,5,5,5,4,Tidak
377,4,5,5,3,5,4,5,5,5,4,4,3,3,4,5,4,4,4,5,5,3,4,5,5,5,5,4,5,3,4,4,5,3,5,4,4,4,4,5,3,4,4,3,5,5,5,Tidak
378,4,4,3,5,4,5,5,3,5,3,4,4,5,4,5,3,3,4,4,4,4,5,5,4,5,3,4,4,5,5,5,5,4,5,4,5,3,5,4,4,5,5,4,3,4,4,Tidak
379,5,4,5,4,4,4,5,3,5,4,5,5,4,5,4,5,3,3,3,4,4,5,5,4,5,3,4,4,5,5,5,5,4,5,5,5,4,4,3,5,4,4,4,4,5,5,Tidak
380,4,5,5,4,4,4,4,3,5,5,4,5,5,4,4,4,3,5,3,5,4,4,3,4,4,5,4,4,5,5,5,5,4,4,4,5,3,4,4,5,5,5,5,5,4,4,Tidak
381,3,4,4,4,5,4,5,5,5,4,4,5,5,4,5,3,4,5,4,5,5,4,4,5,3,4,4,5,5,5,5,5,4,4,4,4,3,5,4,4,4,4,5,3,4,4,Tidak
382,5,5,5,4,5,3,4,4,5,4,4,5,4,5,5,5,3,5,4,5,4,4,5,4,5,4,4,5,5,5,5,5,3,4,5,5,5,4,5,4,4,4,5,5,4,5,Tidak
383,5,4,5,4,5,3,5,4,5,4,4,4,5,4,5,4,4,4,4,5,5,4,5,3,5,4,3,3,5,5,5,4,5,4,5,5,5,5,5,3,4,4,3,5,4,5,Tidak
384,4,4,3,5,4,5,5,5,4,4,3,5,5,4,5,4,4,4,4,5,5,4,4,5,3,5,5,5,5,4,4,5,5,5,5,3,4,4,5,5,5,5,5,4,4,4,Tidak
385,2,1,3,1,2,1,2,1,3,1,4,1,1,2,1,3,1,2,1,3,1,2,2,1,3,1,2,1,2,1,3,1,2,1,1,2,1,3,1,2,2,1,3,1,2,1,Tidak
386,5,4,5,4,5,4,5,4,5,4,1,4,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,5,4,5,4,5,4,Ya
387,4,4,5,5,4,5,5,4,5,3,5,4,5,4,5,5,4,4,5,5,4,5,4,4,5,4,4,5,5,4,5,5,4,4,5,4,5,5,4,5,4,4,5,5,4,5,Ya
388,4,5,4,5,4,5,4,5,4,5,2,5,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,4,5,4,5,4,5,Ya
389,1,2,1,3,1,2,1,2,1,3,5,2,2,1,3,1,2,1,3,1,2,1,1,2,1,3,1,2,1,2,1,3,1,2,2,1,3,1,2,1,1,2,1,3,1,2,Ya
390,3,4,4,5,4,4,5,5,4,5,5,4,5,4,4,5,5,4,5,5,4,4,5,5,4,5,5,4,5,5,4,4,5,5,4,5,4,4,5,5,4,5,5,4,4,5,Ya
391,4,5,4,5,4,5,4,5,4,5,2,5,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,4,5,4,5,4,5,Ya
392,5,4,5,4,5,4,5,4,5,4,1,4,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,5,4,5,4,5,4,Ya
393,2,1,1,1,2,3,2,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,3,2,2,1,1,2,2,4,5,5,5,4,5,2,1,1,1,2,1,Ya
394,5,5,4,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,2,2,1,5,5,4,5,4,4,4,5,5,4,5,4,2,1,1,2,2,2,5,4,3,5,4,3,Ya
395,5,4,4,4,4,5,5,4,5,4,4,4,5,5,5,4,5,4,4,3,4,4,1,1,2,1,2,2,2,1,1,1,2,1,5,5,4,4,4,4,2,2,2,1,1,2,Ya
396,4,4,4,5,5,4,5,4,4,3,4,4,1,3,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,1,1,2,2,1,Ya
397,2,2,1,1,2,1,1,2,2,3,2,2,1,1,2,1,2,2,2,2,1,3,2,3,2,2,2,1,1,2,1,1,1,2,5,4,4,5,4,4,3,2,2,1,1,1,Ya
398,4,5,4,5,4,5,4,5,4,5,2,5,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,4,5,4,5,4,5,Ya
399,5,5,4,4,5,5,4,4,4,3,5,4,2,1,2,2,2,1,1,2,3,2,2,1,1,1,2,1,2,2,3,2,3,1,1,1,1,2,2,2,1,1,3,2,2,2,Ya
400,2,1,3,1,2,1,2,1,3,1,4,1,1,2,1,3,1,2,1,3,1,2,2,1,3,1,2,1,2,1,3,1,2,1,1,2,1,3,1,2,2,1,3,1,2,1,Ya
401,5,5,5,4,4,3,4,3,5,5,5,4,1,1,2,2,3,2,2,1,1,2,5,4,4,4,5,4,4,3,4,4,5,5,2,2,2,1,1,1,5,5,5,4,4,4,Ya
402,5,4,5,4,5,4,5,4,5,4,1,4,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,5,4,5,4,5,4,Ya
403,4,5,4,5,4,5,4,5,4,5,2,5,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,4,5,4,5,4,5,Ya
404,1,1,1,2,1,2,2,2,3,2,3,2,2,1,1,1,2,2,3,2,2,1,4,5,5,5,4,4,5,3,4,4,5,5,2,1,1,2,2,2,1,2,1,1,1,2,Ya
405,5,5,5,5,4,4,4,5,4,5,5,3,2,1,1,1,1,2,2,2,3,2,1,1,1,2,1,2,2,3,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,3,Ya
406,2,2,1,1,1,2,1,2,2,2,3,2,4,4,5,3,3,4,4,4,5,4,2,1,2,2,2,1,1,2,2,2,1,3,1,2,2,1,1,1,3,2,2,1,3,2,Ya
407,4,4,5,4,4,5,5,4,5,5,4,4,5,4,4,5,5,4,5,5,4,4,5,5,4,5,5,4,4,5,4,4,5,5,4,5,5,4,4,5,5,4,5,5,4,4,Ya
408,5,5,4,5,5,4,4,5,5,3,5,4,4,5,5,4,5,5,4,4,5,5,4,5,4,4,5,5,4,5,5,4,4,5,4,4,5,5,4,5,4,4,5,5,4,5,Ya
409,5,4,5,5,4,5,5,4,5,5,4,5,4,4,5,5,4,5,4,4,5,5,4,5,5,4,4,5,4,4,5,5,4,5,4,4,5,5,4,5,4,4,5,4,5,5,Ya
410,2,1,2,2,1,1,2,2,1,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,2,1,3,2,2,1,2,2,1,1,2,2,1,2,1,2,2,1,1,2,1,Ya
411,4,4,5,5,4,5,5,4,4,5,4,4,5,4,5,5,4,5,5,4,4,5,4,4,5,5,4,5,5,4,4,5,4,5,5,4,4,5,4,5,5,4,4,5,5,4,Ya
412,5,5,4,5,4,4,5,5,4,5,5,4,5,4,4,5,5,4,5,5,4,4,5,4,5,5,4,5,5,4,4,5,5,4,5,5,4,4,5,4,4,5,5,4,5,5,Ya
413,5,5,4,4,5,4,4,5,5,4,5,4,5,3,4,4,5,4,4,5,5,4,5,4,5,5,4,5,5,4,4,5,5,4,5,4,4,5,5,4,4,5,5,4,5,4,Ya
414,5,5,4,4,5,4,4,5,5,4,5,5,4,5,4,4,5,5,4,5,5,4,5,4,4,5,5,4,4,5,5,4,5,5,4,4,5,4,4,5,5,4,5,5,4,4,Ya
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
